0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1.0,0.7808219178082192,0.913978494623656,0.8409090909090909,0.31958762886597936,0.0,0.05319148936170213,0.03225806451612903,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.6575342465753424,0.6129032258064517,0.7386363636363636,0.07216494845360824,0.0,0.07446808510638298,0.03225806451612903,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.38356164383561636,0.3010752688172043,0.5,0.17525773195876287,0.0,0.2978723404255319,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.956989247311828,0.43835616438356156,0.5806451612903226,0.7159090909090909,0.1134020618556701,0.0,0.08510638297872342,0.20967741935483872,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.5753424657534247,0.20430107526881724,0.8068181818181819,0.14432989690721648,0.6923076923076924,0.08510638297872342,0.06451612903225806,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0.9452054794520548,0.6666666666666667,0.5568181818181818,0.1958762886597938,0.0,0.05319148936170213,0.3548387096774194,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.6027397260273972,0.849462365591398,0.7613636363636364,0.4948453608247423,0.0,0.05319148936170213,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0.6027397260273972,0.23655913978494625,0.7045454545454546,0.38144329896907214,0.0,0.08510638297872342,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.8493150684931507,0.1935483870967742,0.6022727272727273,0.12371134020618557,0.0,0.26595744680851063,0.1129032258064516,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0.7945205479452055,0.5591397849462366,0.4431818181818181,0.21649484536082475,0.0,0.05319148936170213,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0.4657534246575343,0.5591397849462366,0.7159090909090909,0.23711340206185566,0.0,0.2553191489361702,0.04838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0.7534246575342465,0.5161290322580646,0.8295454545454546,0.18556701030927836,0.0,0.12765957446808512,0.08064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.6575342465753424,0.6559139784946237,0.6704545454545454,0.061855670103092786,0.0,0.0,0.08064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.38356164383561636,0.3010752688172043,0.38636363636363635,0.8556701030927835,0.0,0.06382978723404256,0.016129032258064516,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.9892473118279561,0.3972602739726027,0.6666666666666667,0.7272727272727273,0.35051546391752575,0.0,0.2978723404255319,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.9892473118279561,0.5616438356164384,0.41935483870967744,0.7272727272727273,0.05154639175257732,0.18681318681318682,0.13829787234042554,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.7534246575342465,0.7741935483870969,0.5681818181818182,0.44329896907216493,0.0,0.32978723404255317,0.016129032258064516,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.2876712328767123,0.10752688172043011,0.0,0.9896907216494846,0.0,0.07446808510638298,0.016129032258064516,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.8630136986301369,0.6774193548387097,0.6477272727272727,0.14432989690721648,0.0,0.09574468085106383,0.22580645161290322,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.547945205479452,0.34408602150537637,0.7272727272727273,0.0,0.0,0.35106382978723405,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.5753424657534247,0.89247311827957,0.7386363636363636,0.2268041237113402,0.0,0.4148936170212766,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.6301369863013699,0.838709677419355,0.7613636363636364,0.061855670103092786,0.0,0.031914893617021274,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.8924731182795718,0.3424657534246575,0.43010752688172044,0.375,0.12371134020618557,0.02197802197802198,0.08510638297872342,0.016129032258064516,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.8493150684931507,0.827956989247312,0.6590909090909091,0.26804123711340205,0.0,0.09574468085106383,0.04838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0.8493150684931507,0.849462365591398,0.6704545454545454,0.07216494845360824,0.0,0.35106382978723405,0.29032258064516125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.7671232876712328,0.989247311827957,0.875,0.09278350515463918,0.0,0.06382978723404256,0.1129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.9892473118279561,0.7808219178082192,0.838709677419355,0.8068181818181819,0.44329896907216493,0.0,0.11702127659574468,0.03225806451612903,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.7945205479452055,0.7526881720430109,0.7045454545454546,0.14432989690721648,0.0,0.5638297872340425,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.3972602739726027,0.5161290322580646,0.6704545454545454,0.4742268041237113,0.0,0.12765957446808512,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.6027397260273972,0.7956989247311829,0.8636363636363636,0.020618556701030927,0.0,0.3191489361702128,0.04838709677419355,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0.6986301369863015,0.33333333333333337,0.8522727272727273,0.0,0.0,0.08510638297872342,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.4520547945205479,0.6344086021505377,0.8863636363636364,0.4020618556701031,0.0,0.08510638297872342,0.04838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.9892473118279561,0.6575342465753424,0.13978494623655913,0.5909090909090909,0.3711340206185567,0.0,0.05319148936170213,0.04838709677419355,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.9892473118279561,0.5616438356164384,0.5053763440860216,0.6136363636363636,0.12371134020618557,0.0,0.1702127659574468,0.04838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.6712328767123288,0.6129032258064517,0.6136363636363636,0.6907216494845361,0.0,0.06382978723404256,0.4193548387096774,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.7945205479452055,0.6344086021505377,0.6704545454545454,0.1134020618556701,0.0,0.08510638297872342,0.03225806451612903,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.5205479452054795,0.3763440860215054,0.7272727272727273,0.38144329896907214,0.0,0.08510638297872342,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.9032258064516121,0.7123287671232876,0.5698924731182796,0.6704545454545454,0.09278350515463918,0.0,0.10638297872340427,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.9032258064516121,0.5068493150684932,0.47311827956989244,0.7954545454545454,0.0,0.0,0.09574468085106383,0.03225806451612903,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.7671232876712328,0.989247311827957,0.8636363636363636,0.27835051546391754,0.0,0.08510638297872342,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0.4520547945205479,0.860215053763441,0.6363636363636364,0.23711340206185566,0.0,0.07446808510638298,0.06451612903225806,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.9462365591397841,0.726027397260274,0.9354838709677421,0.46590909090909094,0.5567010309278351,0.0,0.0425531914893617,0.04838709677419355,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.9892473118279561,0.4520547945205479,0.3655913978494624,1.0,0.041237113402061855,0.0,0.3404255319148936,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.9354838709677438,0.4520547945205479,0.5806451612903226,0.5340909090909091,0.38144329896907214,0.0,0.08510638297872342,0.12903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.7397260273972603,0.7634408602150539,0.5568181818181818,0.5360824742268041,0.0,0.2127659574468085,0.3709677419354839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.9677419354838719,0.6027397260273972,0.48387096774193555,0.625,0.10309278350515463,0.0,0.07446808510638298,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.9892473118279561,0.6575342465753424,0.838709677419355,0.8181818181818182,0.1134020618556701,0.0,0.031914893617021274,0.04838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.9247311827956999,0.49315068493150677,0.5053763440860216,0.48863636363636365,0.09278350515463918,0.0,0.12765957446808512,0.08064516129032258,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.9247311827956999,0.6164383561643836,0.48387096774193555,0.5681818181818182,0.16494845360824742,0.0,0.10638297872340427,0.4193548387096774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.4109589041095891,0.49462365591397855,0.5,0.23711340206185566,0.0,0.43617021276595747,0.08064516129032258,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.6712328767123288,0.13978494623655913,0.625,0.07216494845360824,0.0,0.07446808510638298,0.04838709677419355,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.5068493150684932,0.20430107526881724,0.9318181818181819,0.0,0.0,0.09574468085106383,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.9452054794520548,0.5483870967741936,0.6931818181818182,0.18556701030927836,0.0,0.12765957446808512,0.08064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.6027397260273972,0.989247311827957,0.8977272727272727,0.12371134020618557,0.2087912087912088,0.05319148936170213,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.8817204301075279,0.30136986301369867,0.09677419354838711,0.5113636363636364,0.7216494845360825,0.0,0.06382978723404256,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.956989247311828,0.3698630136986301,0.3655913978494624,0.8068181818181819,0.0,0.0,0.06382978723404256,0.08064516129032258,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.5616438356164384,0.903225806451613,0.7159090909090909,0.5257731958762887,0.0,0.14893617021276595,0.04838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.9892473118279561,0.8356164383561644,0.870967741935484,0.6704545454545454,0.5979381443298969,0.0,0.2021276595744681,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0.8630136986301369,0.40860215053763443,0.7159090909090909,0.6082474226804123,0.0,0.06382978723404256,0.27419354838709675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.9677419354838719,0.5205479452054795,0.5268817204301076,0.5568181818181818,0.5670103092783505,0.0,0.2553191489361702,0.03225806451612903,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.8630136986301369,0.5913978494623657,0.9886363636363635,0.5154639175257731,0.01098901098901099,0.06382978723404256,0.04838709677419355,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.6438356164383561,0.881720430107527,0.8181818181818182,0.25773195876288657,0.0,0.23404255319148937,0.04838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.9892473118279561,0.8904109589041096,0.7311827956989249,0.5681818181818182,0.6391752577319587,0.0,0.06382978723404256,0.016129032258064516,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.7397260273972603,0.5268817204301076,0.625,0.7628865979381443,0.0,0.14893617021276595,0.1935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.9892473118279561,0.9178082191780823,0.38709677419354843,0.5681818181818182,0.0,0.0,0.07446808510638298,0.4354838709677419,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.741935483870968,0.27397260273972596,0.25806451612903225,0.6477272727272727,0.0,0.0,0.2127659574468085,0.016129032258064516,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.9892473118279561,0.5616438356164384,0.06451612903225808,0.6022727272727273,0.07216494845360824,0.0,0.4787234042553191,0.08064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
0.9892473118279561,0.49315068493150677,0.7204301075268819,0.375,0.5670103092783505,0.0,0.07446808510638298,0.08064516129032258,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.4520547945205479,0.47311827956989244,0.7272727272727273,0.0,0.0,0.3404255319148936,0.03225806451612903,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.38356164383561636,0.1935483870967742,0.5,0.010309278350515464,0.0,0.12765957446808512,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.7397260273972603,0.860215053763441,0.9090909090909092,0.17525773195876287,0.0,0.425531914893617,0.04838709677419355,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.9677419354838719,0.726027397260274,0.5268817204301076,0.5,0.4536082474226804,0.0,0.06382978723404256,0.1129032258064516,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.9892473118279561,0.38356164383561636,0.10752688172043011,0.5681818181818182,0.6701030927835051,0.19780219780219782,0.23404255319148937,0.016129032258064516,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.8817204301075279,0.5205479452054795,0.39784946236559143,0.8181818181818182,0.05154639175257732,0.02197802197802198,0.07446808510638298,0.016129032258064516,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.9892473118279561,0.5342465753424657,0.5483870967741936,0.7840909090909091,0.010309278350515464,0.03296703296703297,0.2127659574468085,0.03225806451612903,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.8387096774193559,0.35616438356164387,0.40860215053763443,0.6022727272727273,0.09278350515463918,0.0,0.08510638297872342,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.9892473118279561,0.4794520547945205,0.24731182795698925,0.4431818181818181,0.5154639175257731,0.0,0.09574468085106383,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.9892473118279561,0.6575342465753424,0.2150537634408602,0.43181818181818177,0.010309278350515464,0.0,0.2553191489361702,0.1129032258064516,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
