0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0.4285904689884539,-0.5887307096029277,-0.6576200813499585,-0.28719078568096995,0.8910956036247316,1.6008281582344444,1.13172906208893,0.1517289494010818,-0.18813199633449962,-0.745256192923879,-0.6188291735741569,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.4285904689884539,-0.47205190306158396,-0.6711549586205438,-0.22931782222965377,0.27562395019508706,0.40772985434013626,0.587654169115624,-0.7719720169820807,-0.18813199633449962,-0.5993136979364226,-0.6188291735741569,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.4285904689884539,-0.4818068087116203,-0.6600527465170494,0.30311344152245495,-1.092090835204123,-0.8279791032646828,-0.6818539144887571,-0.3870966143224297,-0.18813199633449962,0.9330824994318699,-0.41696567796704703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.06856691945474201,0.33671845628688346,0.5067912185126451,0.5577544807082461,-0.818547878124281,0.27989789320860325,0.4667486373437781,-0.6180218559182203,-0.18813199633449962,-0.5263424504426943,0.4914200522649475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.4285904689884539,-0.2618780267835283,-0.3718323148341462,0.18736751461982262,-0.13469048542467596,-1.211474986659282,0.9503707644311614,-0.502559235120325,7.307061718281972,-0.5263424504426943,-0.41696567796704703,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.4285904689884539,-0.38185069757033885,-0.5828873782732594,-0.00940056111465235,1.7117244748642577,0.6207831228926913,-0.3795900850591426,-0.3101215337904995,-0.18813199633449962,-0.745256192923879,1.399805782496942,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.4285904689884539,-0.26732557149718494,0.37460917876653743,-0.391362119893339,0.0020809931152450402,1.3451642359713782,0.7085597008874698,0.8060171339224886,-0.18813199633449962,-0.745256192923879,-0.7197609213777119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.4285904689884539,-0.5683340886983063,-0.8045839456538139,-0.49553345410570815,0.0020809931152450402,-1.083643025527749,0.4062958714578552,0.3826541909968725,-0.18813199633449962,-0.5263424504426943,-0.6188291735741569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.4285904689884539,-0.5199396217072169,-0.7391328452154703,-0.09042270994649498,1.233024299974534,-1.2540856403697929,-0.13777902151545096,-0.5795343156522552,-0.18813199633449962,0.7141687569506853,-0.11417043455638219,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.4285904689884539,-0.28468170232906775,0.07029663228070819,-0.21774322953939054,0.9594813428946921,0.19467658578758124,-0.9841177439183717,-0.23314645325856925,-0.18813199633449962,-0.745256192923879,2.3081915127289365,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
